,username,comment,rating
748,m*****5,"Tampilan:menarik
Warna:bagus

Pengemasan dan pengiriman cepat sekali, terimakasih shopee dan seller",5
749,f*****0,"Tampilan:bagus
Warna:keren

Produknya baik dan dikemas dengan aman dan seller nya fast respon",5
750,muhammadfandi21,"Suka,.... Kemaren udah sempet nyicipin yang volt. Lah kok nagih😅, tapi yang massive pun keren kok. Udah lama incer ini. Tapi baru mau di add list dah ilang deh ukuran 41, alhasil 42 juga aku embat. Alhamdulillah ga gitu kebesaran. Nextnya mau incer yang Tokyo 😁.",5
751,rrnxyz_,"Tampilan:menurutku sihh udah baguss bgt
Warna:mantulll bgt

sedikit koreksi jahitanny masih kurang rapi, itu ada jahitannya yg copot atau bisa dibilang brodoll sebaiknya sebelum dikemas lebih baik diliat dengan detaill biar si pembeli menerima dengan baik dan seneng tpi gpp sii udah aku kasih bintang 5 karenaenghargai dari pihak aero yg susah payah membuat biar menjadi bagusss",5
752,e*****7,"Warna:sangat bagus
Tampilan:sangat keren

Enggak salah beli disini, seperti banyak kata teman, harganya boleh murah kualitas tetap jagoan, lokal tak gentar.",5
753,danuramadhani96,"Mantap sekali produk lokal, kualitas mantap, recomended banget beli di sini, bakal jadi langganan, terimakasih banyak 👍👍👍👍",5
754,nindya.ju,"Sepatunya bagus, walaupun ga ada bublewrapnya cuma dikirim dus, tapi ga penyok, kualitas bagus. mantap mantap mantap mantap.",5
755,m*****2,"Tampilan:oke
Warna:oke

Terima kasih pesanan sudah diterima
Packing aman
Sesuai dengan pesanan
Harga terjamin",5
756,i*****i,"Baru pertama kali beli di sini, sangat puas. Sepatunya nyaman sekali, pengiriman sangat cepat.",5
757,a*****q,"buat adik,Ukuran pas tpi nyaman,usahain kalo pesen di besarin ukuranya👍 produk lokal mantap",5
758,dikyelf,"untuk harga segitu ini sih worth it parah ya, jahitan rapi sama bahannya bagus bnget ternyata",5
759,stinky.dky,"Bahan Bagus, Rasanyaa nyaman jugaa Good lah pokoknyaa udah lama langganan juga",5
760,l*****4,"Paket udah sampe  ,Tappmantap👍 
Seneng bgt dri kemarin* nungguin restock akhirnya kebagian juga size 36 ☺ ",5
761,g*****a,"Tampilan:Bagus banget, sesuai deskripsi, aerofoamnya juga nyaman banget
Warna:Hitam",5
762,hendrik3095,"sepatunya bagus bgt,enak dipake,murah tp g murahan,mantabs.",5
763,_is.93,"Pegiriman cepat, 
Barang oke sesuai sama harga, 
Gk ada cacad sama sekali",5
764,ririnekaoctaviani,Juara sih. Harga murah tapi kualitas no kaleng-kaleng. Good Job lah,5
765,n*****a,SUKA BANGETTT HUHUHUUU NEXT TIME PESEN DI SINI LAGI DAHH🥰 CINTAILAH PRODUK INDONESIA GAESS.. GAKALAH BAGUS SAMA PRODUK LUAR ❤️SUKA BANGETTT HUHUHUUU NEXT TIME PESEN DI SINI LAGI DAHH🥰 CINTAILAH PRODUK INDONESIA GAESS.. GAKALAH BAGUS SAMA PRODUK LUAR ❤️SUKA BANGETTT HUHUHUUU NEXT TIME PESEN DI SINI,5
766,t*****n,"Pesanan sudah sampai dengam selamat, pengiriman lumayan cepat dan harga juga ok",5
767,ambrosius16,"barangnya keren bgt.... semoga awet dipake👍🏽
adminnya juga fast respon",5
768,ibrahim.arsadf,"Keren sih ini, dengan harga segitu dapet sepatu yg keren abis, pantes selalu habis dlm itungan jam maanntttaaapp!",5
769,zahnuryach,"Tampilan:sangat bagus produk lokal terbaik

Sangat puas sekali",5
770,fadlan1005,"Kualitas produk sangat baik, produk original, harga produk sangat baik, kecepatan pengiriman sangat baik, repon penjual sangat baik.
Thank you seller",5
771,ina01aileen,"Tampilan:bagus
Warna:hitam

Terima kasih paketannya sudah sampai... ukuran sepatunya pas",5
772,maugondrong,"Tampilan:mantap
Warna:hitam putih

Barang sampai dengan aman dan selamat kurir ramah dan yg pasti aerostreet mantap abis ya walaupun agak longgar banget yah (ukuran nya ini 44 tp masih ada sela di depan sama si belakang",5
773,h*****a,"Kualitas baik, hanya saja beberapa bagian tidak rapi kurang pas finishingnya ya sesuai harga, bahan agak kaku karena masih baru mungkin. Next kalau awet mau order lagi semoga komplit ukuran 43/44 😎. Pengirimannya lama karena pakai anteraja 😑 klaten-jogja.",4
774,a*****6,"Warna:oke

Masya'allah, produk ini super duper bagus banget. Ahhhhh Gila... Gila.... Gilaaaaa bakal ketagihan terus nih buat beli😀 ga bakalan nyesel deh, serius!",5
775,rizkiramadhan2512,"Woowww sepatu nya bagus bangettt,cocok di pakai untuk nongkrong,pacaran,ke mall,ke bioskop,keren deh pokoknya,udh beli yg kedua kali disini dan tetap bagusss barangnyaa gk mengecewakan dehhh",5
776,helidarianisari,"Tampilan:bagus
Warna:hitam

Pesanan sesuai, warnanya bagus, pengiriman cepat dan respon penjual baik",5
777,larry134456,Produk sangat bagus 👍,5
778,reniifbn,"untuk harga under 100k an ini bagus, gaada kerusakan/cacat, sukaa sama sepatunya",5
779,farafaro321,"Bahan ternyata bagus nih, tebal, aga tinggi juga. Biasa pake ukuran 41. Ini pesan yg 42 ternyta hampir sama ngepas. Lain kali mau beli lg ukuran 43 biar aga longgran dikit",5
780,fitriasari721,"Warna:bagus
Tampilan:keren

Waduh parah banget si sebagus ini, biasanya kalo mau beli barang online suka ragu, tapi ternyata pas dateng cakep bgt sumpah, bakal jadi langganan sih ini mah 🥰 makasi puas bgt 🥰",5
781,f*****9,"Produk original
Produk nya bagus 
Harga produk baik 
Pengiriman cepat 
The best deh",5
782,lilysarianti,Paket saya sudah sampai. Soal pengiriman cepat banget. Barangnya juga bagus sesuai sama pesanan. Kalo dasar sepatunya bagus banget. Ini buat kado ayang klo sebagus ini pasti ayang bakalan suka 🤭😁😁🙏🏻 terima kasih,5
783,ikaoni,Produk sangat bagus ORI dan pengiriman sangat cepat respon penjual oke,5
784,oktharihabriyani,Produk lokal yg kerenn... Pengiriman cepat dan aman. Thankss,5
785,b*****e,"Kecepatan pengiriman sangat cepat, kualitas produk sangat baik, produk original sesuai dengan ekspetasi bagus banget selalu puas belanja ditoko ini, respon penjual sangat baik dan aktif tengkiyu ya seller @Aerostreet produk lokal Indonesia gakalah bagus sama produk luar awesome the best produk lokal",5
786,dzulfikarsyahruladnan,"Bahan bagus halus dan lembut serta sejuk
Mantapp lahh pokoknya",5
787,johanes.theo21,Tampilan:barang yang datang sangat mulus dan sangat memuaskan dan ukurannya pas juga di kaki dan nyaman,5
788,sriindahlestaar1,"Kualitas dan modelnya oke
Keren
Semoga awet


Pesan hari ini, besoknya dikirim",5
789,amalyavina,"Tooopp bangettt emang aerostreet ini, pengirimannya cepet, packing amaan laa. Gak pernah bosen beli disini. Tingkatkan pelayanannya terus yaaa 👍👍👍",5
790,p*****i,"Tampilan:oke
Warna:oke

Dua kali beli disini bagus barangnya, sekarang malah beli couple sama ayanggggg , mantap banget dahh",5
791,h*****8,"Tampilan:pas buat sekolah
Warna:bagus

Udh langganan beli dsini selalu puas.. Makasih ya",5
792,utikjjum96,"Sesuai sama harga lah ya. Untuk packing cuma pake plastik bening saja, kardusnya penyok. Tapi no problem 👍",5
793,triwahyudi_26,"Pengiriman cepat bahan bagus,kualitas terjamin pokok nye bagus deh,bakal order lagi klo ada yg hitam polos

#cintaiprodoklokal
#lokaltakgentar",5
794,m*****9,Bagus banget sepatunya meskipun murah tapi bukan murahan pengirimanya juga cepet,5
795,d*****e,"Tampilan:bagus
Warna:hitam list putih dikit

Pengiriman cepat...
Pengemasan rapih..
Tampilan kereen sepatunya cuma lem belakangnya agak melotok dikit
Semoga semakin baik untuk lokal tak gentar_nya",5
796,9l0tx9gony,"Alhamdulillah... barang sampai sesuai dengan pesanan. Sepatunya empuk, enak dipakainya. Pengiriman juga cepat. Makasih kak",5
797,jm_012,barang oke sesuai pesang.pengiriman juga oke cepat.mantap lh sesuai dengan harga.next time order lagi,5
798,l*****n,"Warna:sukak
Tampilan:oke

Pengiriman cepat
Kemasan lumayan aman meski kardus pengok sedikit yang pentig isinya😊
Semoga awet dan repeat order lagi ya...
Terimakasih",5
799,t*****3,"Bagus bangett sepatunya sesuai dgn ekspektasi, packing and pengiriman nya juga cepet bangett mantap dah pokoknya",5
800,a*****n,"Tampilan:bagus
Warna:keren

Pengiriman cepat, bagus fast respon. Saya borong 3 sepatu",5
801,e*****l,"Tampilan:baguss
Warna:baguss

Premiumm,bagus sesuai harga👍🏻 mantap makasih seller❤️",5
802,m*****d,"Pas banget ukuran sepatunya. Dengan harga yang sangat oke kualitas sangat oke. Mantul banget lah
Empuk pula kok
Jadi kece kalau pakai sepatu ini
Pengiriman langsung dikirim oleh seller 👍👍👍👍",5
803,f*****n,"Bagussss,,, kedua kali beli disini ngga pernah ngecewaiinn,,, 💚💚",5
804,d*****a,Terima kasih pesanan sudah diterima dengan baik... Barang/produk sangat bagus....,5
805,iyannnss,Mantap,5
806,nilamcy_16,Kualitas produk baik pengiriman barang cepat barang sesuai pesanan harga baik terima kasih,5
807,a*****x,"Ukuran pas dan cocok di kaki, sol nya nyaman digunakan saat berjalan",5
808,t*****a,"Warna:hitam
Tampilan:menarik

Bahan bagus, tidak mudah jebol, ringan juga. Cocok untk anak sekolah SD, SMP DLL",5
809,i*****w,"Sepadan dengan Harga:lumayan
Saran Tampilan:bebas

Dengan harga segitu dapat kualitas yang bagus sudah bersyukur sekali.",5
810,lalerasca,"sepatunya bagus, insolnya lembut gak sakit dipake, semoga awet.",5
811,indahkusuma202010,"Sepatu nya bagus banget kalu menurut aku... 
Kmrin sempet saya batalin karna size takut kekecilan ternyata pas banget... 
Rekomended banget deh.... 
Bisa buat langganan nih...
Mkasih ya kk mimin... 
Maaf kalau kmrin smpat ada masalah... 
Lebih baik lagi utk ke depan nya... 
Terima kasih",5
812,firdhalaras1212,keren banget sepatunya ga nyesel dengan harga segitu kualitas bagus,5
813,indahkusuma202010,"TOP markotop banget deh pokok nya... 😘😘😘
Pesan utk yg k-2 kali nya gk mengecewakan... 
Barang nya ori dan bagus banget... 
Sukses terus ya utk kedepan nya...
Terus tetap jaga kualitas produk nya ya...
Asli ini toko nya rekomended banget loh... 
Nyampek nya juga cepet deh... 
Pokok nya puas deh..",5
814,j*****6,"Barang sampai di tempat dengan cepattt borrr,hanya 2 hari dari surakarta ke jombang,rekomended bgt,barang nya juga bagus rekomen deh pokoknya,saking cepetnya pengiriman barang sampai masih bau pabrik borr",5
815,o*****0,"Top markotop baguss tpi saran aku lebihin satu oke juga
Aku sih sesuai sm yg biasa aku pake tpi klo pengen yg lebih longgar naikin satu gakpapa
Bagusss real pict
Pengiriman cepet",5
816,rosidah2807,"Alhamdulillah sepatunya udah sampe semalam
Anakku syukaa, mo di pake perpisahan k lembang
Sepatunya bagus
Gak nyesel deh pokoknya 👍👍👍🤗🤗🤗
Recomended
Thnx seller, Shopee dan babang kurir",5
817,ritasondakh,Saya sangat suka sepatu nya...saya akan memberikan bintang 5 untuk sepatu dan kecepatan pengiriman nya dan juga untuk keramahan kurir nya dan saya tidak akan bosan memesan sepatu di aerostreet. Trmksh🙏,5
818,l*****4,"Tampilan:keren
Warna:hitam

Pengemasan dan pengiriman cepet banget, tampilan sepatunya juga keren si",5
819,mghifariaf,"Alhamdulillah paket mendarat dengan selamat,kualitas sepatu sesuai dengan harga, cuman saya agak kurang suka jahitan di deket tali sepatu di gambar ke dua,cocok lah untuk harga 100k, minta untuk di upgrade aja kekurangan nya, makasih saya puas kok👌🏻",5
820,raniifadewi301,"Warna:bagus
Tampilan:sesuai

Kualitas sesuai dengan harganya
Lumayan beli saat promo
Semoga dipakai nyaman
Semoga dipakai tidak sakit di dalamnya ada bantalannya",5
821,nurulcitraaulia,"Tampilan:bagus
Warna:black

Kualitasnya mantulll, box nya jg gak rusak/penyok. keren parahhh pokoknya!!! Alhamdulillah ukurannya pas buat suami, thank you..",5
822,e*****6,"terimakasihh dah sampe cepet juga pengirimannya, bagus bahan sepatunya. cuma salah milih size padahal udah diukur kakinya 🥺",5
823,c*****2,"Tampilan:barangnya sampe dengan keadaan baik
Warna:hitam putih

Barangnya sampai dalam keadaan baik tapi ketika sampai plastik luarnya dalam keadaan terbuka saya pikir barangnya dirusak tapi puji tuhan barangnya masih dalam keadaan baik, kecepatan pengiriman nya juga cepat, respon adminnya juga baik",5
824,desianggreniputri,Paket diterima dengan baik. Ini pembelian keempat. Selalu puas dengan kualitasnya. Recommended,5
825,n*****y,"Warna:hitam putih
Tampilan:baik

Bagus sesuai hrga pengiriman lumayan",5
826,jokhend88,"Tampilan:keren
Warna:hitam

Paket dah nyampe, produk keren, packing aman. Produknya jg bagus bgt. Respon seller bagus, cm pengantarannya aja yang agak lama pdhl sama2 kabupaten klaten. Overall, that's good 👍👍👍",5
827,s*****7,"Barangnya Bagus, Pengemasan Bagus + Pengiriman Cepat Banget👍
Padahal Beli Di Toko Lain Harganya Mahal Banget Disini Murahnya Kebangetan, Barang Ready Langsung Dikirim, Bagus Lah Pokoknya Toko Ini👍 Next Bakal Order Disini Lagi👏",5
828,gym2504,"Bukan maen sih ini mah 🔥🔥🔥, kelas bet kelas Aerostreet. Cuma pengiriman aja agak lama, tapi not problem lah",5
829,t*****i,"Tampilan:kece, melokal
Warna:black white

cintailah produk-produk lokal.",5
830,rizkirangga20,"Produk lokal memang keren habis, ayok support selalu produk dalam negeri",5
831,a*****h,"Saran Tampilan:sangat bagus
Sepadan dengan Harga:sangat mantap
Kenyamanan:sangat nyaman

Belanja disini bikin lo ketagihan. Coba aja kalo ga percaya. Pokoknya dijamin puas.",5
832,fudin736,"Warna:cocok buat sekolah
Tampilan:keren

Alhamdulillah paketan sudah sampai walaupun kehujanan barang tetap aman Terima semua nya",5
833,a*****o,Packing cuma pakai plastik putih saja lalu kardus sepatunya seperti di video.,4
834,i*****i,"Tampilan:sangat bagus dan elegan.
Warna:hitam

Pokoknya sepatunya the best deh .. original dan nyaman dipakai .",5
835,firanie,"Produk sampai dengan baik,pengiriman juga baik,harga produk ok sesuai dengan barangnya,barang diterima dengan baik,terima kasih resseler 🙏🏻",5
836,prayetno_yess,"Tampilan:Kerenn 🥰
Warna:Hitamm, sesuai pesanan 😘

The real bagus sih🥰 pokoknya baguss!!",5
837,shelter_24,"okee barangnya ,cuman pas dateng masih bau lem 🤣🤣,,ya mungkin kejar produksi jd kering krg sempurna ,,mantaplah",5
838,denmastore,"Bagus bgt paraahhh, pas pula ukurannya 45, jarang ada yg 45 dengan harga se WORTH IT itu, plis pertahankan harga dan kualitasnya, selalu langganan disini. Sukses selalu!!!",5
839,a*****9,"Realpict, keren, bagus. Semoga awet. Pengirimannya juga cepat, walaupun dosnya penyok di pengiriman tertumpuk barang lain, tapi saran sih buat sellernya agar bungkusannya itu jgn cuma satu doang",5
840,istibukanicetea,"Naiiseee lah ya sepatunya akhirnya bisa beli juga setelah sekian lama kehabisan stok:v
Pengiriman nya juga mantap dahal masih hujan tetep di kirim malem² pula, kang kurir nya debes memang 🥰
Semoga ga kehabisan stok lagi wkwkwk, mantap lah Aerosetreet di tunggu sepatu² lainnya 😂😂😂",4
841,f*****_,"Tampilan:Keren
Warna:Hitam

Pengiriman Lumayan lama si, tapi gapapa, barang mendarat dengan aman, bagus juga sepatunya",5
842,jovanharnando,"Aerostreet emang the best sih. Untuk harga segitu kualitas bagus. Gue biasa pake sepatu V. Buat klean daripada beli produk kw, mending kita support brand lokal. Cuma gue ternyata salah 45 kegedean harusnya pesen yang 44 😆.. but anyway, terus produksi sepatu keren..",5
843,l*****b,"Sudh sampai dri lama cma maaf baru kasih penilaian, seperti biasa sepatunya bagus, murah tapi tetep berkualitas👍🏻👍🏻",5
844,h*****0,Sepatunya bagus tebel jahitan rapi lemnya juga rapi semoga awet,5
845,a*****_,Produknya bagus dan nyaman. Pengemasan aman. Pengiriman cepat,5
846,b*****d,"Tampilan:bagus
Warna:sesuai gambar

Harga murah harga terjangkau, semoga nyaman dan awet dipakainya. Aamiin. Makasih QC nya ok ❤️",5
847,khoshi2803,"Tampilan:keren, lokal tak gentar,

Sepatu bahannya bagus, pengiriman cepat, admin ramah.",5
848,m.syaiful.bahri,"Tampilan:bagus
Warna:low hitam

Barang sudah di trima trima kasih semoga barang nya awet..",5
849,wahyulitarp,"Alhamdulillah barang sudah sampai dengan selamat, ternyata terlalu ngepas bgt sih gabisa pake kaos kaki ini mah, pengen sbenernya pilih ukuran 39 tapi gapernah ready yg warna ini pdhl udh nunggu dari lama huhu",5
850,a*****6,gila ya sepatu 100 ribuan bagus rapi kualitas nya jangan takut pokonya kalau mau beli,5
851,r*****1,"Kualitas produk sangat bagus, barang dikirim sesuai pesanan dan pengirimannya pun sangat cepat...",5
852,albertjeremiaa,Kecepatan pengiriman sangat baik. Kondisi barang diterima dengan baik. Ukuran sesuai. Saran saya buat yang mau beli naikkan 1 ukuran biar ga kesempitan. Good job👍,5
853,woclz54e2y,"produk sangat baik, pengiriman cepat ,anak saya sangat sukaaaa",5
854,81egz3oh8k,"Kenyamanan:pas
Styling:cakp
Kualitas:lokal tak gentar",5
855,andinabila0507,"Sepatunya bagus ,sebelumnya saya pernah beli disini 3 pasang tapi untuk pengemasan tolong diperbaiki .Tidak ada bubblerab,langsung kardus dan pakai plastik ..itupun dari ekspedisinya , kalau memang mau harganya tetap affordable setidaknya kasih opsi untuk ekstra bbrab/box,ini untuk hadiah btw",4
856,meyazkiyah,"Tampilan:sangat baik
Warna:hitam putih

Semoga awet, barangnya bagus. Pengiriman juga cepat",5
857,u*****d,Ukurannya pas di kaki. Pengiriman OK. Sesuai gambar. Tp ada beberapa bagian yg kurang rapi menurut saya di bagian depan dan bagian taglinenya yg dibelakang ada yg mau lepas. Overall kerennn.,5
858,fajrinenha,"Barang sesuai pesanan ukurannya pas d kaki mantap
Harga murah dan kualitas ya gak murahan bgt",5
859,f*****4,"Yo mantap dari segi outlook nya, kece, keren simple Harga yang wow juga, tapi untuk segi ketahanan belum di tes nanti akan saya tes kasih bintang 5 untuk Frist impres, penilaian bisa berubah ketika ketahanan sepatu di uji 😁",5
860,cheffrs,"Amazing,, Sepatu berkualitas dengan harga termurah se Dunia. Terima ksh sdh memproduksi sepatu ukuran 45, pas di kaki sy.. 
Semoga memproduksi lebih banyak lg model untuk ukuran Jumbo size 45.. 😊🙏🏻
",5
861,n*****i,Sukaaa bgt produk aerostreet. Big love pokoknyaa. Udah dua kali belanja disini worth it bgt produk lokal yg satu inii. Next aku pngen beli lagi 😭. Huhu DASAR AERO RACUUUNNNNN FIXXXXXX !!!!!!😭😂❤️,5
862,satupersenstore,Ntapsss🔥,5
863,a*****y,"Warna:sesuai
Tampilan:bagus

Kualitasnya bagus, ukurannya juga pas di kaki",5
864,mhalltd34,"Paket sudah saya terima dan sepatu nya sangat bagus, saya suka
Pengiriman cepet",5
865,r.d.a.p,"Mantaaappp ...packaging oke, pengiriman oke, barang selalu sempurna #thankspelapak",5
866,s*****a,Alhamdulillah paket sampai dengan selamat. Packing rapi. Pengiriman cepat. Terimakasih,5
867,aliisss_,"Tampilan:keren syekalii
Warna:hitam putih

Cocok syekalihh ntuk anak sekolah dan ootd an",5
868,n*****i,"Tampilan:bagus jahitannya rapi
Warna:hitam sesuai gambar

Sepatunya bagus, sepertinya nyaman dipake, semoga awet... Agak kebesaran dikit sih di kaki adekku, sepertinya kalo beli ukuran 43 pas. Tp overall oke kok, semoga awet...",5
869,i*****a,"Pengemasan dan pengiriman sangat cepat. Produk lengkap dan oke. Tali sepatu diganti, karena untuk sekolah. Terimakasih ❤️",5
870,n*****m,"Tampilan:bagus
Warna:bagus sekali

Maaf videonya ga sesuai, udah pembelian ke sekian, udh ga diragukan lagi kualitasnya. Makasih aerostreet sukses selalu",5
871,dewirahmawati1220,"Sepatunya bagus banget,sesuai warna nya,ukuran nya pun sesuai,hanya saja sepatunya agak berdebu dan ada warna kuning nya(kotor)tapi gak papa  nnti di coba cuci mudah""an bisa bersih kembali...",5
872,a*****3,"Barang udh nyampe, kualitas oke, harga murah. Pengiriman sangat cepat. Thanks aerostreet👍👍",5
873,novendri_art,"Paketnya sudah sampai, pengiriman lumayan cepat, harga murah tentunya, dan kualitas juga oke",5
874,ayudwisafitri044,"Tampilan:baik
Warna:bagusss

Suka banget sama produknya, pas, dan nyaman dipakaiii",5
875,n*****i,Baguuss. Empuk dalamnya ada foam ternyata. Jahitan ok. Enteng pula. Thankyou,5
876,hikary.idha5,"Tampilan:oke
Warna:sesuai pilihan

Packaging ajha sepertinya yang kurang aman 
Plastik terlalu tipis juga
Tapi over All syuka banget 🥰🥰🥰🥰
Kereeen ...
Bakal langganan aerostreet dah
Ditunggu edisi buat kids nya 
🤗🤗🤗🤗",4
877,p*****e,"Original. Pengiriman baik, mungkin bisa ditambahkan bubblewrap supaya tidak penyok dusnya 🙏🏻",5
878,sidqielvina,"Tampilan:keren
Warna:item

Udah repeat order cz anakku selalu suka.. Ringan dipakai modelnya juga keren² N harga bersahabat.. Pengiriman cepat packing aman.. Terima kasih",5
879,eralaras,Ga ngerti lagiii produk lokal kok bisa sebagus iniiiiii.. untung beli ukuran 39 ga kegedean. Cinta bgt deh sama aerostreet🥰,5
880,r*****1,"Mantap banget
Bagus barang.nya..
Sesuai foto..terimakasih..",5
881,z*****c,"Tampilan:sepatu pasar malam
Warna:luntur

jelek banget sumpah canvasnya, mana warna itemnya luntur ke tali sepatu.
solnya kuning, jahitan gak rapi :((((((((((((((((((",1
882,heniktriana,"Pengiriman cepat, produk sampai dengan baik, pesannya tadi ukuran 41 tapi datangnya 42 tapi gpp, kwalitas produk bagus",5
883,q*****h,"Tampilan:bagus
Warna:hitam putih

Sepatunya Baaaguuuuusss 🥰
Pas ada longgar sedikit jadi ga sesak, nyaman dipake 👍🏻👍🏻👍🏻",5
884,s*****d,"Pengiriman dan pengemasan lumayan cepat, dus pun masih bagus gak penyok, produk ori, kualitas bagus banget..",5
885,usman879,"Tampilan:oke
Warna:sesuai gambar",5
886,indriamuslimah40,"Realpict dan bagus bngt dong, nyaman dipakenya, pas bngt dikaki, keren sih aerostreet, thanks seller",5
887,dikanenden_03,"Tampilan:sesuai gambar

Barangnya real pict kualitas dan harga oke ganyangka aerostreet sekeren ini enak nyaman dan fitmen nya dikaki pas baru bakal jadi merek langganan sih makasih aerosreet resselernya juga ramah",5
888,r*****i,"Sangat bagus, wort it sama harganya. Jahitan rapi, kokoh dan terpercaya. Sepatu idaman",5
889,dhika_208,"Sesuai ekspetasi, kardus penyok waktu saya ambil di jasper.nya dan dibagian stripe lebih diperhatikan ya. Ini gak sama. Thankyou",4
890,servisupit15,Sudah sampai....barang ok... kualitas ok....anakku suka banget.... trimakasih 👍👍🙏🙏,5
891,daffaaqshal,"Tampilan:Bagus
Warna:Bagus

Barang sudah dateng sesuai dengan gambar, walaupun produk lokal tapi kualitas tidak main main dengan harga yang begitu murah bisa dapet barang istimewa",5
892,shelter_24,"Pengiriman cepat, barang Oke, mantap lah pokoknya  sip order teruss🤣🤣",5
893,rachmaputty,"Pengemasan rapi, harga murah .... tidak ada cacat  pengiriman juga cepat, barang sesuai pesanan ... suka deh makasih, suami suka",5
894,jujunjunaedi2903,"Barang bagus lumayan lah sesuai harga,untuk kerapihan nya bisa diperbaiki",5
895,ahmadnaitulmuqid,Bagus sesuai gambar. Nomornya pas sesuai deskripsi. Kualitas oke punyaaaaaaaa,5
896,kft7wmmn7y,Puas dengan prodak lokal yg 1 ini jahitan rapih barang sesuai 100%,5
897,ell.fashion,"Produk original
Produk lokal 100% tapi kualitas produk sangat baik",5
898,d*****1,"Tampilan:top
Warna:hitam

Harga murah, designnya stylist, pasti beli lagi dengan warna dan design yg beda",5
899,b00dh3nk,"Tampilan:bagus keren
Warna:hitam putih

Awalnya agak ragu dengan durability. Tapi ini sudah 3 minggu saya pakai ancur2an di proyek. Sejauh ini masih oke. Hanya tulisan lokal aj yang copot setelah 5 hari pemakaian",5
900,rizqiprawiro,"Tampilan:bagus sesuai gambar dan pesanan

Keren sih ini, harga murah lagi",5
901,1a_ku.,"Sekian kali beli produk aerostreet
Harga murah
Kualitas cukup baik
Model kekinian 
Buat ganti""",5
902,a.h.prasetyo,"Tampilan:keren
Warna:sesuai

Cepet, barang bagus, kurir cepet. Mantep",5
903,a*****n,"Bagus banget sepatunya, benar2 melebihi ekspetasi, harga murah tapi ga murahan dan solnya kuat, bagus jahitanya. Langganan produk lokal ini dech👍",5
904,r*****s,"Tampilan:mantap
Warna:ok

Packing aman dan rapi produk sesuai pesanan dan pas dipakai nya produk bagus mantap terimakasih gan",5
905,herusubekti91,"Sepatu keren kualitas oke
Dengan harga yg merakyat 
Proud with Aerostreet 🤘❤",5
906,li24sukm4,"Parah banget siihh produk nya iya bagus tapi packingnya itulohh bisa""nya kotaknya cuma dibungkus plastik tipis...🤨🤨
Tlong lebih diperhatiin lagi",3
907,muhammadalfarisyisyawal,,5
908,d*****n,"Barang sesuai pesanan, pengiriman sangat cepat, packing sangat rapih, jaitan ada yang kurang rapih tapi gak papa dahh",5
909,a*****4,"Tampilan:Keren
Warna:Sesuai dengan foto

Sepatunya oke banget, pas di kaki. Cuman di sepatu warna putih bagian atasnya sedikit kotor tapi gakpapa masih bisa di bersihin",5
910,b*****a,"Tampilan:bagus bagus aja
Warna:item

Kocag aja gitu bentuknya. Kaki jadi berasa gede wkwkw. Makasih",5
911,tony_121291,"Paket sdh sampai dg selamat,barang bagus 100%original,sdh 2x beli di sini...trm kasih,semoga bermanfaat & awet sepatunya👍🏼👍🏼👍🏼",5
912,n*****a,Akhirnya kedapetan jugaa.Sepatunya good quality dengan harga segitu.Pertama kalinya beli disini bakalan langganan deh kedepannya,5
913,n*****4,"Tampilan:keren
Warna:hitam

Sepatunya keren ,bagus,jahitan rapi,semoga awett.",5
914,m*****n,"Warna:Hitam

Kualitas dan bahan oke banget
Sepatunya enak dipakai
Pengemasan super kilat",5
915,sriyuliastuti442,"Tampilan:sesuai exspetasi
Warna:sukaaaa

Lokal tak gentar
Pas banget di kakiku,nyaman,enteng dan cakeeep,love Aerostreet",5
916,a*****6,"Bagus banget sepatunya, hadiah buat si adek, dengan harga segitu barangnya oke banget, puas deh belanja di sini 🤩",5
917,deganwenak,"Tampilan:bagus
Warna:sip

Pengiriman cepat sekali co nya hari sabtu datang hari senin dan sedikit penyok di pagkagin nya",4
918,paiifakhri,"Pembelian ke 2x nya, blm dicoba semoga cukup buat anakku. Tengkiu seller packing & pengiriman cpt bgt 👌👌",4
919,supri_yatis,Kualitas produk original pengiriman barang cepat banget harganya juga murah baru pertama kali belanja di sini puasss banget 🥰🥰🥰,5
920,d*****n,"Yg bagian kanan kurang simetris pemasangannya, kurang enak dipake jg  Kalo yg kiri enak
Saran buat yg mau beli kalo beli dinaikin size nyaa biar ga ngepres bgtt",3
921,neni_mulyani05,"Tampilan:bagus
Warna:hitam plat putih

Produk bagus sesuai pesenan , ringan pas ukuranya anak saya suka banget pokoknya recomended",5
922,lutfi711,"Produk lumayan bagus, seller ramah tamah, pengiriman cepat, cuma packing ala kadar dan mesti ditingkatkan",5
923,davisekape,"Keren sih walaupun kekecilan di kakiku 👍🏻😂
Mantap abiieezzzzz🔥🔥",5
924,d*****h,"Tampilan:okee sesuai gambar
Warna:hitam

Goood semoga adekku suka, dan ukuranya juga pas",5
925,i*****g,"Pas, cocok buat kemana aja, terimaksih sudah membuat produk murah dan berkualitas #lokaltakgentar",5
926,i*****9,Barang udah sampai dengan selamat tanpa cacat .. pengirimannya cepet banget l.. love banget🧡🧡🧡,5
927,rahmadrades,"Tampilan:Aerostreet Massive Low
Warna:Hitam

Barang sudah sampai dalam kondisi bagus dan realpit ygy pokok nya sangat rekomend deh buat kalian yang ingin belanja di toko ini

CINTAILAH PRODUK LOKAL:)",5
