,username,comment,rating
189,rizka_1602,"Tampilan:original no debat
Warna:hitam

barang original. biasanya pake ukuran 38. pesen yg ukuran 37 pas. dan fit",5
190,a*****m,"Tampilan:bagussssssssssssssss, cakep polllllll",5
191,m*****e,"Tampilan:oldskool
Warna:hitam putih

bagus sekali mantap gan pokoknya kalo yg ori mah, berapa kali nyoba yg dupe nya merk lain tapi ga sebagus yg ini, dpt voucher 200k off jg mantap",5
192,alfattaz,The best pokonya glowsy auto bintang 5👍👍🙏😄,5
193,r*****_,Bagus 100% ori dan cepwt banget baru kemaren pesan hari ini udah nyampe mantapppp😍 makasih banyak seler,5
194,f*****6,Mantap boskuh pemakaian belum dipake nanti direview kembali,5
195,fikihainun97,"Pas bgt size-nya,gila keren parah 🤩",5
196,n*****2,"Tampilan:good
Warna:good

ori ygy, tp di deskripsi kan qda ukuran 5 , pas mau co adanya 5.5 jadi kegedean dikit, tp gpp, packing aman, pengiriman cepat, semoga awet.
harga mahal tp ga dpt free apa apa:((",5
197,andik000,"Tampilan:good
Warna:mangtap

untuk aku yang ukuran kakinya 39-40, dikit kebesaran size yg ini keknya aku cocok di ukuran 5, tpi ukuran yang ini ga buruk kok 🫶",5
198,bettymanurung_22,Produk nya original. Packing nya rapih. Pengantaran nya cepat. Top markotooooopppp💗,5
199,rizalmashuri12345,"Tampilan:mantap
Warna:mantap

Mantap sekali eperibadi kualitas ok",5
200,aprilasih,"Tampilan:bagussss bgt ☺️

Alhamdulillahh pengiriman cepat",4
201,c*****a,Kualitas produk baik. Harga produk baik. Kecepatan pengiriman baik. Respon penjual baik.,5
202,vadyalukita94,"Warna:hitam
Tampilan:bagus

Barang bagus, kecepatan pengiriman bagus. Sayang pelayanannya buruk. Mau tukar nomor padahal barang belum dikirim saja tidak bisa, mau ajukan pembatalan juga ditolak. Sungguh pengalaman yang buruk belanja di akun official converse.",1
203,t*****1,Mantap lah pokoknya👍,5
204,i*****s,Mulus bagus banget sesuai dan original... tapi ku ordernya kebesaran 1 cm huhu... tpi overall bagus masih bisa dipakelah... paket nya cepat sekali sampe...,5
205,a*****9,"Ikutin size chart untuk panjang kaki 24,5 cm dan hasilnya sesuai. Terima kasih 🙏🙏",5
206,adi.il,"Mantap lah 
Barang ori
lagi mau lebaran pengiriman cepet banget
Sayangnya gak bisa ngasih penilaian ke expedisinya",5
207,bayuhomestore1,"Mantap pesanan telah di terima dengan sangat baik, terima kasih. Barang ori",5
208,salsabiilaaira10,Pengiriman sangat cepat.ukuran pas. Baru pertama kali pake high ternyata lumayan ribet,5
209,a*****c,"Maaf foto tidak sesuai, barang bagus original , terimakasih",5
210,e*****a,"Tampilan:baguss

Akhirnya bisa beli jugaa 
Maju mundur mau beli ini
Insha allah ori",5
211,yuli_benz,"Cepat pengirimannya, bagus barangnya. Mantap ORI nih. Top",5
212,muhammadanjasmaulana,"Tampilan:bagus terlihat classic
Warna:hitam

⭐⭐⭐⭐⭐",5
213,fhadilaagustina,"Tampilan:bagus sempurna
Warna:oke

Keren abis",5
214,fajrialyubi,"Akhirnya dapat juga nih barang,,sudah 3 kali check out dibatalkan dengan penjualnya karna kalah cepat,,untuk check out yg ke 4 kali akhirnya dapet juga ini barang.. terima kasih",5
215,ichakn96,The best 🥰,5
216,desylishagita,,5
217,k*****a,Bismillah semoga bisa jadi langganan ya! Hehe. Makasih banyakkk 🖤 . Produk baik. Moga kalo ada rezeki lagi bisa order lagi hehe 💖,5
218,i*****w,"Warna:kecewa dan sedih
Tampilan:menunggu solusi

Maaf sy benar2 kecewa, bbrp order terakhir kok kacau ya.

Pesanan sy yg bln lalu, promo converse discount heboh di cancel tanpa chat oleh official seller ini. Kl stok habis ya knp tdk chat dl jgn langsung cancel. Sy pikir sy beruntung, tp tdk dpt barang yg sy beli ""murah"" dr official store.

Pesanan terbaru sy promo 7.7 super discount bbrp item dgn total discount hmpr 4jtan. Setelah diantar 1 item dikirim salah ukuran beda jauh banget +- 6cm. CS tdk membantu, sy tdk bisa minta tukar 1 sepatu. Somehow kl complaint di shopee diharuskan mengembalikan semua order (full refund). Lho jd tdk dpt lagi apa yg saya order ""murah"".

Chat di CS tidak membantu sama sekali dan memberi saya template.

Seperti masalah kalian itu stok barang kalian tdk akurat. Tapi sy sdh jd korban 2x ya dlm 2bln ini.

Kalian ini official store MAP group atau bukan sebenarnya ya?

Maaf bad review, sy copas jawaban CS anda deh.. semoga jd pembelajaran.",1
219,b*****1,Tampilan:keren 👍🏿,5
220,h*****t,"Mantep cokk, udah gak perlu diragukan lagi, pengiriman cepat juga,  thanks Converse Indonesia",5
221,renimartasari88,"mantap banget lah. adminnya informatif banget. pas bingung sama ukuran juga diarahkan. sempet khawatir ukurannya kekecilan, ternyata malah kebesaran duikit banget. tapi kalau dipakein kaos kaki pas kayaknya.",5
222,d*****k,bahannya bagus banget dan gaada cacat sama sekali. minusnya cm gabisa dituker doang ukurannya. tp selain itu ok banget!! yg penting ukur kakinya dlu sebelum beli 👍🏻,5
223,wazawski,"dua kali beli dua duanya diharga 800rb wkwk, mantep lah thank u converse",5
224,nenglala33,"Tampilan:mantul
Warna:black

cakepp. size agak kegedan kalo ga pake kaos kaki. but ok lah. aku size 40/7",5
225,jualanape,Baguss sayang size 6 terlalu kecil diaku barangkali ada yg mau barter sama size 7 boleee banget belum dipake samasekali,5
226,ichsannyusuff,"Tampilan:elegan ori emang beda sih
Warna:sesuai gambar

Ga nysel beli ori",5
227,j*****u,"Tampilan:barang sesuai iklan
Warna:black

Pengiriman cepat, sangat memuaskan",5
228,anggiyo7,"Warna:sesuai
Tampilan:keren

Keren pas banget suka bangettttt thanksss yaa",5
229,hernanwang21,"Tampilan:sangat bagus 👍🏻👍🏻
Warna:sesuai dengan picture

Dijamin puas.. 👍🏻👍🏻",5
230,astiii31,Ada harga ada kualitas lah yaa. bagus bgt gaa nyesel belinya. thanks seller,5
231,r*****9,Size 38 : 5.5 cm,5
232,ilmanalfa,"Barang authentic, recommend.",5
233,nurmahdyt12,,5
234,tikasupartika,"Barang bagus tapi sayangnya jahat banget tidak bisa tukar ukuran, dan hasilnya tudak bisa dipakai beli mahal2 huhuhuju, kecewa",5
235,bahtiar1122,"Tampilan:elegan casual
Warna:black white egret

Pasti ori kalau shoppe mall,sudah lolos qc jga",5
236,r*****3,"ga rekomendasi kalo buat beli online buat kasih hadiah orang, karna size tidak bisa dituker kalo kita salah beli,penjual juga ga ngasih kebijakan jika kita salah pesen size. NYESEL kalo tau beli di toko aja. rugi 1,1 sepatu ga bisa dipake karna kebesaran, ga lagi lagi beli disini",1
237,azzahrajastikasyabilla,"sukakkk keren bgt fren nyaman dipakee, kurirnyaa josjissddd",5
238,siscacicilya,,5
239,muchamad13_,"Tampilan:menarik
Warna:hitam

Saya pesan size 6 = 24,8 kok yang dateng 6=24.5 ya?
Tali ya emng ngepas apa panjang si kok keknya ada yang sampe di iket di pergelangan kaki?",5
240,andrimusadi1,"Tampilan:biar lebih skena
Warna:monokrom gitu

Barang bagus betul, Size alhamdulillah cocok abis, cuman kokkkkkkkkkkkkkkkkkkkk adminnya lama responnya yah, sehari sekali balesnya, tau kok banyak kerjaan, tapikan konsumen perlu info dan kepastian juga😊",5
241,stefany.angeline,"sepatu kebesaran krn size tdk sesuai dgn yg dipesan dan sepatu tidak dapat ditukar walaupun tokonya official, kecewa sekali belanja disini👎🏻👎🏻",1
242,nathaniagiovanni,"size tidak sesuai dan ketika dikembalikan lagi kotak benar"" hancur",3
243,sullastry,"Tampilan:sesuai diskripsi
Warna:sesuai pesanan

Top markotop",5
244,sapri_yadi94,Bagus tp  bgt  tp adminya gk blg kalau hrs down  sizw jd agak besaran dapat,5
245,lisaaputri30,,5
246,novitahajariaswati,,5
247,giejhon03,,5
248,nadyaputriay,Bagus banget original pas ukurannya sesuai empukkkkkkk🤗🤗,5
249,choirul_firmansyah0510,"Tampilan:sangat keren
Warna:sesuai

Mantap",5
250,lutpiajoo,,5
251,rakaregiana,,5
252,s*****s,,5
253,b*****a,Bagus bgt. Ga nyesel beli ini.,5
254,rizkaafandi2810,"Packaging sepatu terbaik sih ini, mantapp poll",5
255,thioangliesubarnas,pengiriman lama!!!,1
256,editapurwa,,5
257,shinta.kumala,Bagus banget pasti ni adek ku seneng dikasih ini makasih kak,5
258,putritiny00,"Tampilan:bagus
Warna:bagus

bagus",5
259,agustinaramba,"Kualitas:sangat bagus
Styling:ok
Saran Tampilan:bagus",5
260,ryosasongko8,,5
261,k*****6,,5
262,drais031,,5
263,d*****3,"Mantap, semoga barangnya awet pengiriman juga lumayan cepat",5
264,kyla.856,Warna:Suka banget,5
265,yollayunanda27,"Tampilan:100% original
Warna:black",5
266,ikoahmad255,Good,5
267,dinatriww28,"Gilaa cepet bangett sampenya, tapi kok barcode nya gak bisa di scan ya???",5
268,k*****2,,5
269,cahyajuliawan,,5
270,bellafeb21,"Warna:black
Tampilan:casual

Keren barang ori ✨💖",5
271,m*****i,"gilaaa keren banget, pengiriman cpt banget!",5
272,dita_dyanti,"Tampilan:bagus
Warna:hitam",5
273,yogie25,"Tampilan:BAGUS
Warna:sesuai",5
274,irvanm02yuhu,"Tampilan:bagus
Warna:bagus dan sesuai",5
275,ikhsalmukki,"Warna:Pas
Tampilan:Sangat bagus

Mantap",5
276,f*****r,"Tampilan:ori
Warna:oke",5
277,dedyisnaini,Mantap original sepatunya..,5
278,quileutedulsky,,5
279,farhanmahendraar,"Mantap, cuma size nya nge pas sekalii",5
280,lusiananeneng,"Bagus,packing juga sangat rapih next order lagi😊",5
281,d*****i,"Tampilan:ok
Warna:P

Itu ukuran nya coy",5
282,a*****p,"Tampilan:oke
Warna:hitam

Semua oke",5
283,sofiankhutell,"Thanks kak , barang sudah sampai  memuaskan 👍",4
284,ismiyatunnarti.,"Tampilan:sesuai gambar
Warna:baguss",5
285,t*****h,"tadinya mau pesen ukuran 38 tapi takut ngepas, yaudah jadi beli ukuran 39 lumayan masih ada sisa dikit depannya. oh iya barangnya cepet bgt sampenya, mantul 👍🏻",5
286,s*****a,"Pengirimannya cepet bangettt, tapi sayang salah ambil size, tapi its oke masih tetap keren. 👍👍",5
287,nittaandria_067,"ga sempet difoto,oryginal kualitas gausa ditanya,besttt pokoknyaa",5
288,s*****0,alhamdulillah udah sampe paketnya. terima kasih seller heheheheheheh,5
289,l*****y,thanks ya barangnya sudah mendaraaat dengan selamat!<333,5
290,anggiandrian8290,Tambah koleksi 😚,5
291,mimirahadian15,"Ori....sist.... 
Tinggal dipke buat kerja inimaaa ..... 


Terbaekkkkkkkklah",5
292,nokimeh01,Bagus bgt lumayan lah beli pas ada cashback 200 rb thanks,5
293,4074roms7q,Mantappppppp,5
294,rahmanianuraini14,Original,5
295,e*****s,,5
296,awahyudinpolo,Kegedean min bisa dituker gak . Tuker ukuran Us 9 ?,3
297,maysa_heny,Sy blum menerima pesanan sy. Dan sy kmarin mengajukan penukaran nomor. Dan alamt yg sy gunakan hotel dan parahmya sy sdh chekout dri hotel. Sy bingung sapa yg menerima sepatu itu,1
298,aldiardian69,,5
299,vwxyzahr,Lem lem-an nya ngga rapi gara2 harga diskon wkkkw,3
300,aminsaputra994,"Di catatan sy tambahkan ukuran brp, tp syang yg dtg ttp ukuran 42 . Terpaksa d jual",3
301,ziisazis,"Warna:hitam

Bagus suka sekali. Tapi sayang nya gadapet bonusan kaos kaki dsb",4
302,amiraaaa_38,Size kegedean harusnya masih bisa di tuker karna sayang juga kalo kegedean jadinya gak kepakai,4
303,g*****a,"Kualitas tidak diragukan lagi
Original",5
304,l*****s,"Aneh tidak bisa tukar size, padahal official store:(",4
305,p*****a,"sepatu blm sampai disaya, saya ajukan oengembalian tpi ditolak👍🏻",1
306,mandvrxsantoso_123,Respon seller lama. Nanya ukuran malah lgsg di kirim...,1
307,s*****s,"jangan beli disini harga lebih mahal, official paling aneh",1
308,r*****i,"All good, always be chuck 70s lover",5
309,casbon58,"Bagus sih,cuma ke gedean dikit gk bisa d terur malessin",2
310,riskifrastynto,Converse no couter,5
311,suartawanello,,5
312,melkytriandika,,5
313,arigaye,,4
314,andriyansah25,,5
315,rizkiade97,Pokoknya suka bngtttt,5
316,r*****a,baguss mengkecee thankiess yeah. maaf pamer couplean sama ayangg,5
317,b*****6,,5
318,fahmirosadi17,Kereeeenn,5
319,bas17hd,,5
320,rmizer,"Tampilan:bagus

Sayang y kegedean dikit",5
321,z2er8de1sy,"Ok, tapi kebesaran",5
322,adealifhadadnurohman,,5
323,ahlyaibnuabdullah,,5
324,devsiahaan,Kece!,5
325,s*****o,,5
326,yosuaseptiansihombing,,5
327,whystore_1,gausah diraguin lagi pokoknya love bggtttttt,5
328,a*****i,Pas scan barcode kok gak bisa masuk web ya ?,4
329,inasuhartina767,,5
330,a*****3,"Warna:mantap
Tampilan:oke

wort it",5
331,andiand93,,5
332,ariiiii666,Gak mungkin gak original dong ya... Pasti original,5
333,j*****l,,5
334,c3z9rgpzxw,"Tampilan:cukup puas
Warna:ok",5
335,aldriansyah11,"Tampilan:bagus
Warna:keren

Ori",5
336,nikenlabahi,"Tampilan:baik
Warna:baik",5
337,peace.sosialtyyoung,"Tampilan:bagus
Warna:bagus",5
338,irenefrenitaburhan,"Tampilan:oke
Warna:oke",5
339,ernaherfiana90,"Tampilan:ok
Warna:ok",5
340,w*****a,"Tampilan:keren
Warna:pas",5
341,farhan.azkia,Tampilan:guuddddd barang gurihhhh,5
342,jundikaa,mantap pas di kaki,5
343,m.salman021,Thanks barang sudah sampai,5
344,hagie81,Warna:bagus,5
345,syariati_11,"Warna:sangat bagus
Tampilan:bagus banget",5
346,d*****r,,5
347,falsdanny99,"Tampilan:Original Seribu Persen
Warna:Well",5
348,w*****a,"Warna:black and white

Produk original",5
349,s*****r,sepatunyaa bagusss bgttttt wenakkk dipake🥰🥰🥰,5
350,a*****a,"Tampilan:baguuuss
Warna:hitam",5
351,ninetyshop,"Tampilan:nice
Warna:black",5
352,e*****d,"Tampilan:sesuai
Warna:Sesuai",5
353,rezgi_o3zq,sangatt puass dengan harga segituu,5
354,r*****7,Secakep ini emg selalu jatuh hati♥️🥰,5
355,riansyah08,Jangan ragu dh pokok nya,5
356,f*****n,"pas mantab
recommended 👍 👍 👍 👍 👍",5
357,t*****f,Bagus bangett adikku suka,5
358,fallsdidi,Goks ini mah 🔥,5
359,vikaamaliani22,Oriii baguss syekalee,5
360,r*****h,Aaa suka bgtt,5
361,s*****y,baguss bangeetttt,5
362,maysa_heny,Keren mantap,5
363,luthfiyashofyhafiza,Mantap original,5
364,tegarm06,Nice mint,5
365,agumcahya,Mantap gan,5
366,lviaachyn,Bagus,5
367,choironi_,Mantap,5
368,nunovalenthe,mantapp,5
369,bacilbastian,bagus,5
370,taufikrizky11,gagahhhh,5
371,adeeeedia,,5
372,v*****a,,4
373,acca001,,5
374,v*****i,,5
375,ardiwijaya_1991,,5
376,muhammadhanif110232,,5
377,bongol_,,5
378,t*****s,,5
379,octafiaeee,,5
380,ilham.b18c,,5
381,fikrifadilah305,,5
382,syafruddin.daeng,,5
383,r*****i,,5
384,d*****1,,5
385,riskasitif133,,5
386,fuzysetia99,,5
387,pasphototjakep,,4
388,amyadiwinata96,,5
389,r*****o,,5
390,ddjawa,,5
391,k*****o,,5
392,ginnasn,,5
393,nadakim_,,5
394,s*****s,,5
395,w*****r,,5
396,triwidiyantie,,5
397,a*****a,,5
398,widianast11,,5
399,rands_1994,,5
400,d*****4,,5
401,asw6r323,,5
402,haeckel99,,5
403,t*****i,,5
404,nurhadi...,,5
405,deniaditya23,,5
406,masmudsaniratuloly17,,5
407,dede.andoerachman89,,5
408,alafarhannajih,,5
409,andreanwbisntoso,,5
410,ahmadrizki05,,5
411,sitiirohimanah.01,Cepet bgtttt!!!,5
412,countgriev,Mantap,5
413,podiliaklau,,5
414,ayumeta24,,5
415,yeniyustia,,5
416,rffishyk,,5
417,e*****a,Ga dikasi tau ukuran yg tertera man or women,2
418,estersitanggang84,Kecewa cuma gk bisa di retur gnti ukuran,2
419,gabrellanatasia,Beli uk 37 kaya uk 39 huhu 😭😭😭😭😭😭,4
420,salman.mufti29,Sepatu terganteng yang pernah saya pake.,5
421,atho_sensei,Tampilan:SALAH UKURAN MINN!!!!,3
422,mhmd_yusuf10,Mantap sesuai pesanan. Thanks converse,5
423,nandyapurbaningrum,slow respon aja kak terus,3
424,ariphb22,jaitannya tidak sesuai harga,1
425,f*****i,Bagus banget suka!,5
426,angellia_np,Kereeen bangettt!!!,5
427,akoto_clothing,Ganteng +++,5
428,nopalkunnn,cakep👌🏻,5
429,ralitahibatul,Bagus banget,5
430,andrislmnn,Warna:Black,5
431,ijpamungkas,Naissss,5
432,dhonichester,Cakeupp,5
433,tecenissa,,5
434,tiarriyani,,5
435,riskasitif133,,5
436,archellis,,5
437,w*****_,,5
438,acep_peri08,,5
439,erwintamapratama,,5
440,ayeshaxaviera_04,,4
441,angelinejualan,,5
442,m*****a,,5
443,melatisembiring44,,5
444,siti_hajrah,,5
445,rizkymilya,,5
446,erikaulp,,5
447,i*****i,,5
448,wans_olshopp,,5
449,imaythoma,,5
450,diptarama16,,5
451,y*****i,,5
452,echaladk,,5
453,eh.icang28,Pengiriman cepat,5
454,dimasta8,Hsu hahhaha. Uuussuu.  Jajkbab,5
455,d*****d,Terbaik ini dapet potongan 200rb,5
456,r*****q,,4
457,03mr04,"Sepadan dengan Uang:gokilll nih barang, pas cocok
Styling:pake celana apa aja masuk rekomen dr gw pakai, loose pants/cargo/reguler pants
Saran Tampilan:pinter2 mix & match warna aj",5
458,r*****a,"Kebesaran, saya salah juga se ambil ukurannya ga terlalu teliti. Tapi gapapa overall bagus ko",5
459,k*****1,"Warna:item putih
Tampilan:bagus

sepatuny bagus bgttttttt kiw 
so gewddddd pol",5
460,d*****i,"Saran Tampilan:bagus sesuai dengan yg difoto, barang 100% ori
Pas untuk Acara:kuliah dan acara cassual
Kenyamanan:pas di kaki ukuran 8.5",5
461,apriliandjani,"Tampilan:bgs
Warna:hitam

Ingat yg kw made in Vietnam. Yg ori made in cina. Yg ori di press, yg kw di lem ok..... Hehehe",5
462,e*****a,"Tampilan:minus lekukan

ORI harusnya,minus lekukan ky difoto sepatu sblh kanan.yg lain okee
Seler slowrespon ga enak tanya2",3
463,mangmaz,"Mantap jivva…. 👍🏻
Nanti klo mau beli lgi pasti saya pesan kesini lagi",5
464,a*****i,"Sepadan dengan Uang:sepadan dengan kualitas
Pas untuk Acara:apapun
Kualitas:bagus kali

Barang oke ,oke pengirim cepat",5
465,supermansilvergun,"Sepadan dengan Uang:Sepadan
Kualitas:ORI

Akhirnyaaa...kesampean jg beli sepatu ini dgn harga yg sangat wort it krn dpt pocher potongan,

soal kualitas mah ya jgn diragukan lg jaitannya rapih, scan barcode tembus web, insole empuk parah, tag kanan kiri berbeda, intinya 100% ORI bosss,

pengirimannya ga sampe 24 jam gokiilll...kirain bakal lama diprosesnya secara flashsale tgl cantik kan, tp ini store emg gercep parahh sat set 

Sukses selalu #converseindonesia semoga next bisa beli lagi...",5
466,finaasyafrina,"Warna:hitam
Tampilan:keren

Uk kaki 24,5 pake uk 0.6 pas ngga sakit",5
467,ullyandriyani30,"Styling:barang ori
Sepadan dengan Uang:sesui dgn harga dan barang
Saran Tampilan:rincian ukuran tolong lebih diperjelas

Barang yg saya beli sesui dg pesanan, namun ukuran yg saya pesan kebesaran. 
Karena saya bingung dgn deskripsi ukuran yg ada .",5
468,nenniiryansyah,"Pas untuk Acara:casual
Kenyamanan:sangat nyaman digunakan
Styling:bagus untuk dipake kerja , jalan , nongkrong

Gak nyesel pokoknya beli di sini original barangnya top",5
469,a*****q,"Pas untuk Acara:kemana aja
Kenyamanan:nyaman

Produk original, aslinya bagus bgt bawahnya empuk 
Saya sangat suka sekali, sayanganya ukuranya kurang lengakp jadi agak kegedean dia aku dan gk bisa dituker 
Pengiriman cepat bgt bgt",5
470,ndaz82l98l,"Saran Tampilan:apa aj masuk
Sepadan dengan Uang:sepadan
Kualitas:ori

mntp",5
471,andritriasmoro666,"Pas untuk Acara:bebas
Styling:mantap
Kualitas:ok

Suka",4
472,hannad1997,"Barang bagus sih, tapi pengiriman barang lama dan tdk sesuai waktu",5
473,heriprasetyo1505,"Saran Tampilan:buat nongkrong/ kerja/kuliah
Kenyamanan:dalam nya empuk
Pas untuk Acara:non formal

Yaah sayang Made in China siih, walaupun beli nya di store resmi tapi tetep aja kalo beli barang Made in China rasa nya kurang.",5
474,riytarheyta,"Ori dan ukuranny pas alhamdulillah, pengiriman kilat🤭😁",5
475,rikisaputra030801,Mantap bngt ini sepatu keren Thank u converse 🙏🏻🙏🏻,5
476,navyonlineshop_bdg,"kaget salah klik , harusnya no 3.5 malah 4.5 . Eh ternyata pas dong , ga kegedean . 😍😍",5
477,pritady20,"Alhamdulillah sampe. Cepet banget lagi hehe
Maapin ya kak kalo bawel suka nanyain kapan sampe kapan sampe🙏🏻
Puas banget sii sama barangnya, beli di official converse pasti dijamin orinya",5
478,tirtaleo88,"Saran Tampilan:oke
Pas untuk Acara:apa saja
Kualitas:lumayan",4
479,i*****7,"Pas untuk Acara:casual
Kenyamanan:nyaman
Kualitas:ok

Sepatu udah diterima , bagus banget original
. Adekku sukaaa , biasa pake size 36 disini aq pesen size 3,5 US. Pas dipakai. Pengemasan cepat dan barang okeee bangeett ... Thankyou seller",5
480,n*****j,"Kenyamanan:sangt nyama dipakai
Sepadan dengan Uang:worth it

Kualitas produk original. Engga ngepas banget di kaki. Nyaman banget. Pengirimannya juga cepet. Pokoknya puas banget deh",5
481,zia.jiung,"Kenyamanan:Sangat Nyaman
Styling:Pasti Keren Kalau Converse
Pas untuk Acara:Ngantor, Nongkrong, dan Kondangan

Produk original sesuai deskripsi, kondisi super kinclong dan mulus, packing cukup rapi dan aman, dapet extra box jadi kondisi box aslinya tetap bagus. Pengirimannya juga cepat, 2 hari langsung sampai. Terima kasih Shopee dan Converse, semoga makin sukses.",5
482,madebyviii,"Saran Tampilan:jajasvjana
Kenyamanan:mantav
Kualitas:hok a hok e

sepatu mahal nih boss senggol dongg slebewww xixixixi  

https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSK-QTh7gDpdaEn1aaPciAjzaFzbHbwsPnoBA&usqp=CAU",5
483,anggunsurya28,"Pas untuk Acara:cocok banget
Saran Tampilan:semua cocok
Sepadan dengan Uang:harganya sepadan dengan barang

bagus banget, barangnya jelas ori, bantalannya jg empuk dan tinggi, cocok banget deh bagus banget pokoknya",5
484,galuh12cantik,"Sepadan dengan Uang:sesuai
Kenyamanan:nyaman bang

Bagus banget sesuai dengan harga bagus parah🥰🥰🥰",5
485,indahnurazizah15,salah satu bagiannya ada yang kurang jadi copot pdhl belum sering di pakai belum nyampe satu minggu,3
486,t*****n,Barang sesuai dan pengiriman oleh seller cepat. Thanksss,5
487,rahmann090,"Kualitas:bagus
Styling:ok

Barang bagus tapi pengiriman aga lama",5
488,danmen92,"Kualitas:mantap
Pas untuk Acara:apa aja cocok

Brang ori pasti, ngirimnya aja agak nunggu, overall worth it!",5
489,f*****1,"Styling:tcakhep bwanget
Sepadan dengan Uang:✅✅✅✅
Saran Tampilan:✅✅✅✅✅✅",5
490,t*****i,"Pas untuk Acara:All events
Kenyamanan:sangat nyaaaman
Sepadan dengan Uang:sangat sepadan

Untuk bahan dan material sepatu converse 70s gak usah diragukan lg. Sol dan jahitannya juga rapih pokoknya jempollll dehhh",5
491,abahali847,"Alhamdulillah akhir nya mendarat dengan selamat, sudah lama sy impi2kan sepatu ini dan alhamdulillah udh bisa kebeli pokonya klo ada mah *bintang 10 deh🥰🥰🥰",5
492,d*****l,"Pas untuk Acara:semua acara
Styling:oke
Kualitas:apalagi

Barang bagus original cocok dipake kesemua acara sii aman",5
493,dian_rizy,"Styling:cocok
Kenyamanan:nyaman banget dan dijamin 100% ori

Cocok banget",5
494,e*****4,"Pas untuk Acara:segala acara

Untuk ukuran kaki 27 cm nyaman pakai ukuran 8,5 mantap rekomendasi",5
495,v*****5,"Kenyamanan:ya converse pada umumnya
Styling:vintage
Kualitas:ori yang jelas, qr code tembus semua

Pengiriman cepat bgt. Jumat order, Sabtu barang nyampai",5
496,taufik.chidayat,"Kenyamanan:pengiriman cepat
Pas untuk Acara:apa aja
Saran Tampilan:bagus

Barang cepat datang, kwalitas barang bagus dan original",5
497,yacobuslamba214,"Kualitas:barang oke, mantul cuman penyok dalam pengiriman tp aman dalamnya, pokoknya mantul barangnya",5
498,mawar_bella26,"Pas untuk Acara:mantepp
Styling:keren sih
Kenyamanan:pas ukurannn

Sudah order berkali2",5
499,diyannurhaini14,Barangnya bagus original dan sesuai dengan pesanan pengiriman cepat dan kemasannya aman banget,5
500,n*****1,"Saran Tampilan:kece
Kualitas:bagus
Sepadan dengan Uang:sepadan",5
501,fikhikobayakawaf,"Sepadan dengan Uang:gg pernah mngecewakan s mall mh
Styling:mantap keren
Kualitas:gg usah d ragujan lagi",5
502,leeayikh,"Sepadan dengan Uang:bangat.
Pas untuk Acara:Semua acara.
Kualitas:Oke bangat

BTS Saranghae💜. 
Impresif. Saran ajah sih buat teman2, kalau kakinya panjang 23cm terus lebar. Mending pilih  yang ukuran 24.8. Itu pasti muat. 
Emang badas sepatunya, bikin tampilan kita jadi swagg.",5
503,ihguvuga,"produk sesuai, pengiriman cepat tapi sayangnya slow responn",5
504,lazuardyhabilll,"Kenyamanan:solenya empuk dan nyaman saat di pakai
Styling:cocok untuk berbagai acara
Kualitas:bagus

semoga awet dan bertahan lama, thx saller",5
505,atalasiaf.,"Styling:mantaf
Kenyamanan:oke
Sepadan dengan Uang:oke

bubble wrap bukanya boxnya di balut tapi malah di taro rapi di samping box sepatunya, apagunanya dikasi bubble wrap anjir, boxnya rusak jadinya kan. Yg packaging PEAK bet dah!",5
506,y*****o,"Sepadan dengan Uang:sepadan
Kualitas:Legit, original
Pas untuk Acara:casual santai

Barang telah mendarat dengan aman dan selamat.
Ada harga ada rupa, original pastinya.
Mudah mudahan awet untuk pemakaian jangka lama.
Packing aman dan kualitas tidak perlu diragukan lagi.",5
507,q*****p,"produk sangat original. ada harga ada kualitas. proses pengiriman cepat. 
saran : kalo uk kaki 40 pilih size 7👍",5
508,radenmassaid9,"Styling:bagus
Kenyamanan:lumayan
Pas untuk Acara:casual

Pengiriman cepat, produk bagus original, tapi sayang made in China, pengennya made in Vietnam karena ada sedikit perbedaan dan kualitas produksi.",4
509,agus_yuldi_yoelanda,"Kenyamanan:mantap
Saran Tampilan:cakep
Pas untuk Acara:acara apa saja kecuali renang

Pasti ori di official Converse",5
510,jayajayuz__,"Kenyamanan:kalau dari segi kenyamanan sih biasa aja,, karna pada dasarnya Converse Chuck Taylor 70 emang dasarnya kaku. Tapi look nya yg gua suka, keren parahh 🔥🔥
Styling:Keren abisss",5
511,rivaldiakbar123456,"Styling:Keren
Kualitas:ori lah
Sepadan dengan Uang:worth it.",5
512,r*****3,"Saran Tampilan:kelas
Styling:kelas
Pas untuk Acara:semua nya

uhuuyy",5
513,armanpa1000,"Saran Tampilan:bagus
Styling:keren sesuai harga
Kenyamanan:baik",4
514,annisaa14_,"Pas untuk Acara:Segala acara
Kenyamanan:Oke
Kualitas:Oke

Mantep banget, dapet diharga 850. Kualitas top, ukuran 24,5cm pas pake nomor 5,5. Thank you!",5
515,juliodatonbagaskara,"Kualitas:bagus

Semoga awet, ini QR nya gak bisa scan kenapa yaa hemm",4
516,i*****_,"Kualitas:oke bgtttt

converse gbisa diraguin lg si emg sebagus ituuu, thankyou 🤘🏻🤘🏻",5
517,niaaaa_pwark,ukurannya ga sesuai sm yang di size chart. katanya beda 1-2cm tapi ini beda 4cm💔,4
